,username,tweet,likes_count,label
116445,p_gavaa,"Тэнэг хvн тэнэгээрээ л дуусдаг юм
Аз жаргал алган дээр нь байсаар байхад алгадаж хаячихаад хожим нь тэр л миний аз жаргал байж гэж боддог...",3,1
116522,munkhzul_s,Би энэ улс төр хэрүүл уруул хар пи ар жиргэдэг хүмүүсыг үзэн яддаг,0,1
116650,tuulbs,"@altankhuyag_kh Харин чи л тэгэх хэрэгтэй байна. Уучлал гуй, тэнэгээрээ.дуус. ок ;-) @HotiinIrgen",2,1
116653,tuulbs,"@altankhuyag_kh Би уурандаа чамайг хараах тэнэг бх уу эсвэл чи эрүүл ухаантай бж ""дуугүй хүүхдээ хөхүүл"" гэж хэлэх тэнэг бна уу??",0,1
117079,tuul_tuulai,"Ямар ч хvн ганцаардалыг Ганцаардахгvй даван туулж сурах хэрэгтэй,Ганцаардахаараа хvн хамгийн тэнэг vйлдэлvvдийг хийж эхэлдэг гэнэ, :р",0,1
117097,tuul_tuulai,@AmarbayarM @batengineer  болжийн болжийн кк Би ч найздаа кок авсаан ккк,0,1
117255,zulaa_bella,@BatsaikhanBSU гуй байлгуйдээ. харах царайны тэнэг боловсролгуй амьтан шд,0,1
117274,ts_alt,Дугуйн ломбын рекламанд Баярмагнай ямар тэнэг дүр бүтээгээ вэ.Эр хүнд байшгүй заваан нялуун зан.Хүүхдүүд нь хараад ичдэг шоолуулдаг байх даа,0,1
117322,otgontsagaan1,@shinebaatar Naizda dansaa dm er ywuulchih,2,1
117397,metamorphoser,@togoruu tanai ah tgvl balai avah yum bn daa,0,1
117525,bbulgantuul,@nodoubtee minii teneghen,0,1
117570,mashaa38,"""@DelgersaikhanTu: @bolorbolor1 Баяр хүргэе. Сэргэчихсэн бна. Гоё гоё @chuka47 @Batchimeg3838"" тхх одоо твит нь зүгээр бна ховсдуулсан бж кк",3,1
117612,ts_alt,Ёо .Төрийн нэр барьсан бөөн бөөн хулгайчдыг давхар тэжээж байжээ Баялаг бүтээгчид маань.Үнэн гутмаар санагдчихлаа.АТГ яг эднийгээ шалгаач ээ,0,1
117829,uluu,@G_Mongolia өө болии өгөөгүй бхд ирээд бгаам чинь юм өгвөл бүүр салахаа байчинь би эрт босохыг үзэн яддын ккк,0,1
118051,tygibana,Хорвоо ертөнцөд нэн сайхан зүйлс үнэхээр их байхад хэдий завандаа би уурлахад гомдоллоход үзэн ядахад цаг гаргах болж байнаа. #Амьдрахсайхан,2,1
118166,turuualtan,"@TDuuren 
Орой бүр чиний бичсэн юмыг уншиж ганцаараа инээж кайф авах юм.
Улс төр гэхээр одоо уур хүрэх болж.",1,1
118230,uzegten,Нэг бол кекс бичвэл эсвэл тэнэг юм бичвэл дагагчийн тоо суга өсөх юм байна. Алийг нь бичиж тоогоо өсгөх вэ?,0,1
118312,ganbold_zorigoo,@Enkhbataa @jav_zolbayar 2р найздаа баярлалаа талархаж бна найзуудаараа бахархаж бна ^_^,3,1
118394,p_gavaa,Балай ханиад хурчихлээ яавал тургэн эдгэдэг юм бол доо,0,1
118461,tsagaanshonkhor,"-Их сургуулийн доктор профессорууд хамгийн ядуу байдаг.
-Яагаад?
шал тэнэг 
-Яагаад?
хэт ухаантай # гэнэ",0,1
118606,undraa12,"Хүүхдийн эмнэлэг нэг иймэрхүү, багтахаа бгд хүлээлгийн коридорт гудас дэвсээд хэвтэцгээж бн,наана нь шат!!Арай ч дээ pic.twitter.com/nn4O9A0fJZ",9,1
118657,bolod_p,Мазда тоёота ийм  @altmgl: Араа нь рүүлийнхээ хажууд байдаг.  Аавийн минь 1983 онд Хөвсгөл аймагт хөлөглөж бсан унаа. pic.twitter.com/aMzuDxYjyH,1,1
118742,enkhzaya_b,Эээээ чушааааа кккккк. 00 орууулчихгүйдэээээ pic.twitter.com/rkZdAWcPvt,3,1
118753,metamorphoser,@jagdagdorj @Badrals bodoj oloogui bish busad zamyg ni haasan tul pioneer mad!!! gsn ug l de yadaj mundag huniig iim balai yumtai buu hutga,1,1
118763,mashaa38,Эрт унтах ийм балайштээ шөнө заавал сэрчээд бдаг,0,1
118784,magnai21,"Азар, Коста, Терри нар сайн тоглоосой. Фантааздаа авсан юмсан, кк.",0,1
118859,aduuchin,яааамр тэнэг орой вэ,1,1
118950,moguuji,Болдог бол энэ биенээсээ түр гараад өөрийгөө нэг ажчихымсан. Өөрийнхөө үзэн яддаг чанарыг өөртөө наацан л явжагаа даа,6,1
119011,bolod_p,@batchimeg_j муис-ыэ хуулийнхний буяны үйлдэл яагаад тэнэг болдог билээ. .  ???,0,1
119069,papaav_v8,@Yadamjav @MhbrM ийм балай жалга довны юмаа болиоч та нар. Нутагтаа л ингэнэ биз.,0,1
119238,tenkhlegzuuch,Унжийсан ухаантай хүнтэй найзалснаас аз жаргалтай тэнэгтэй инээж ханиаж явуул дээр,0,1
119617,tdeenee,Зарим нэг хvмvvст зориулав pic.twitter.com/jJt1MkpqtV,1,1
119731,amydexxan,Бидний баяр эхэллээ ^.^ #uujgenejuujgene @ Double SHOT Coffee & Cocktail  http://instagram.com/p/v9qvH1CZt1/ ,0,1
119811,enkhz0rig,@jjngm ee yamar balai tuuchii ve,0,1
119835,galsandondog,@BatOrgil8 Хүүхдийн хувьд энэ бол тэнэглэл!!,1,1
119954,mrerdene,@GnaBaatar @art_radnaa хаха балай юмаа,0,1
119974,mrerdene,@balgaa @ariunkhishigG хоол иддэг хүмүүсийг үзэн яддаг гэсэн хаха,1,1
120026,etuwshin,@Naranbaatarl Яаж тэнэгтэж байнаа ккк,1,1
120133,zulaakk,"@Cygnus_mgl хэхэ, балайн хайран юм :)",0,1
120162,btsetse,Emegtei huniig teneg gewel uurlana. Teneghen gewel bayarlana gnee. :))),0,1
120169,zulaa_bella,"архи, тамхи зарах лицензээ л нэмчинэ биз. цаг заагаал, хагас бутэн сайнд зарахгуй гэж балайрч яадаг бнаа.",2,1
120313,mrerdene,Баахан хүмүүсийг буугаар алж байснаа гол дүрийн баатартай тулангуутаа гардан тулаан хийдгийм. Тэнэг шүү кинонууд,1,1
120359,batboldst,Улс төрд шинэ манлайлагч. . гэдгийг өчигдөр л үзлээ. .арай ч дээ. .шинэ санаа лав харагдсангүй. .сайн яригч бэлдэж бгаа бололтой. .,0,1
120494,bolorgyn,Үзэн ядаж байна. Үхдэггүй эээ,0,1
120540,zulaakk,@TugsooD ёоо үнэн юмуу балай юм вэ золиг гэж хохо,1,1
120689,mashaa38,"Мөнгө зээлсэн нь тэнэг 
Зээлсэн мөнгөө буцааж өгсөн нь бүр тэнэг гэж үнэн шүү.",0,1
120729,ariuntungalagn,"-Сүүлчийн удаа асууя.Зээлсэн мөнгөө хэзээ өгөх гэж байна.
-Наад тэнэг асуултаа дахиж асуухаа болих гэж байгаад чинь баяртай байна. #хихихи",12,1
121308,unurtsetseg0905,@Burnaash namiin bish. namiin haryalaltai bolchihooroo byyr ysan T1 boldiin blee,1,1
121493,magnai21,"2-6 насны бололтой хоёр хүүхдээ ""новш минь"", ""хулгайч аа"" гэж загнан дуудаж харьцдаг нэг гэр бүл манай байранд байх юм.",2,1
121582,munkhbold9697,нөхдүүдээ МАНАН  таж л тэнэгтэцгээв дээ!!!,0,1
121653,burnaash,Тээр нэг тэнэгхэн бсан нас... pic.twitter.com/K946u0Bgi7,1,1
121665,mrerdene,"Намрын уулнаа бугын урамдахыг сонсоорой
Намайг ухаажихыг үзэх гэж ижий минь та урт наслаарай
Таныг урт наслуулах гэж хүү нь тэнэг хэвээрэй",6,1
121703,mashaa38,"Хамгийн том нүгэл-айдас
Хамгийн сайн өдөр-өнөөдр
Хамгийн сайн амралт-ажил
Хамгийн тэнэг зан-бие тоох 
Хамгийн том баялаг-эрүүл мэнд миний %д",0,1
121764,f2919109e8c04c5,zarim neg ah egch nariin jirgeeg unshahaar tomchuul aygvi tenegee gj bodogdson,0,1
121832,otgonbayar_l,АН+МАН+ИЗНН+ШУДАРГА ЁС=ЗАСГИЙН ГАЗАР. Энэ нь дээрээ МАНхан зугтаж тэнэгтэх хэрэггүй.Зүгээр л тохироогоо сайн хий.,0,1
121834,f2919109e8c04c5,@Bayartsetseg11 @AnkhjargalP harin tiimee arai arai,1,1
121873,a_tsaschiher,Хязгааргуй нь тодорхой хоёр зуйл бий.Одот ертонц ба хуний тэнэглэл.Альберт Эйнштейн,0,1
121902,urnaa_p,"""@narkhan_0099: Тэнэг хүмүүстэй би муухай харьцдаггүй.
Тэртээ тэргүй бурхан шийтгэцэн байхад нэмж зовоогоод яахав..""",0,1
122038,mrerdene,@AgimaaD Арай эрүүлжүүлж тэнэгтэхгүй байлгүй дээ.,1,1
122056,mrerdene,@narkhan_0099 бид бүгдээрээ бурханы хүүхэд (тэнэгтэв) ккк,0,1
122136,bolod_p,"Таны 5 цул, 6 сав эрхтэнд чинь хүйтэн хий хуржээ...  ""@duugiiDu: Өнөөдөржин л зогьсууллаа,ямар балай юм бэ энчодоо""",0,1
122217,mrerdene,Зарим хүмүүс өөрөөс нь өөр зүйл сонирхдог бол л тэнэг гэж бодох юм. Өөрөө төгс ухаан тод илрэл нь биш шүү дээ.,3,1
122280,mongolia_daria,@Enkhz0rig zugeer tweet iin naizdaa gadadaas Goyo yum atsraraai. Zaa yaahnav dee bayarlalaa 😊@badmaarag_s,1,1
122404,ariguunb,Хувийн сургуулиудыг үзэн ядна гэдэг тэнэгрэл шүү. Улсын сургуульд байхгүй зүйл тэнд бий учраас эцэг эхчүүд хувийн сургуулийг сонгож байгаа.,1,1
122479,enkhz0rig,"Yaasan saihan yumbee
 A Grass Runway with a lot of Heart:  http://blog.globalair.com/post/A-Grass-Runway-with-a-lot-of-Heart.aspx … #avgeek #flying  pic.twitter.com/59tjqwQBxZ""",0,1
122483,enkhz0rig,@uyanga_jpn balai shaarnuud ve lol pic.twitter.com/hojEJGFE2q,0,1
122522,zulaakk,@Cygnus_mgl хэхэ тэнэгхээн минь,1,1
122814,baysaaamaraa,"- Чиний тэнэгдүү зан намайг үнэн галзууруулах юмаа.
- Би тийм секси байна уу? #гэнээ",1,1
122817,baysaaamaraa,Энэ балай дугуй цоожлогч зайл юмаа.,1,1
122899,lkhagvaoros,@ulamorgikh_time @2115Bat  muriitai togloomchin ulsii sanhuug barihiig husej dee. Hulgaichid mongoo hadgaluuldagtai adilhan yum,0,1
122901,dorj_kh,Энэ Юнител яачаа вэ Нэг дугаар гаднаас ирсэн найздаа авахаар 45 минут хулээж бн арай хэтэрнэ Их дэлгуур хажууд байх pic.twitter.com/WeO6SeFuKJ,1,1
123147,gsaruul,@Batnyagt1 жунгли шиг л акваариумтай бсан ногоон нуурын амьд хоол сөнөсөн тэнгисийн ёроол болгосон,0,1
123149,gsaruul,@Batnyagt1 амьд хоол баба... Миний ургамалыг үндсээс нь идцэн. Хайрган дотор амьдраад бдаг бсан.,0,1
123152,gsaruul,@Batnyagt1 нөгөө бийтлийн учрыг олох юмсан..,0,1
123158,gsaruul,@Batnyagt1 шанаган хорхой байтугай шалбархай эдгэхээ бсан.,0,1
123244,p_gavaa,@hariuka Заза чи тэнэг ээ :ь,0,1
123404,bulgan2611,Ene yu bolj bsiin boloo pic.twitter.com/cvWaSmT1et,0,1
123568,oyukalee,Манай эрхийн балай киногоо үзсээр л... pic.twitter.com/6bmHjOfiQE,1,1
123762,ganaachan,@panduyaa балай юм бэ ?унэн юмуу?,1,1
123895,sky_mgl,"""@mergenchuluun: Тереес терсен татварын тэрбумтнууд. Арай ч дээ та нар!!  pic.twitter.com/QOosEraqQk""",1,1
123912,hhohbathuu,Чингисийн үр сад худалч хулгайч хулчгар дээрэнгүй дээр нь сагсуу  бардам байж болохгүй шүү. Ухаантай урагштай учиртай л байх хэрэгтэй дээ.,2,1
124024,nj_mongolia,@Boldsaikhan_dr Ta nzdaa beleg awaad ochixod tr beleg tuund taalagdaagu bl odoo ene heniih we? uunte adil,0,1
124050,dunt_99,@Boldsaikhan_dr oo balai yum.,0,1
124163,uran_ubs,@Orgil31 харин хожуу дурлал чинь бүр балай юм бна ;)),1,1
124165,uran_ubs,Дурлах чинь ёстой балай юм байнаа ;)),7,1
124239,hhohbathuu,@martahgvi Бүр тэнэгхэн зөрүүд харагдаж ба лаа даа.,0,1
124346,herazay,muu aashtai egduutei erhiin balai haha pic.twitter.com/AcEiHX3Avp,1,1
124355,mrerdene,Би ч нэг их хүн нтр үзэн ядаад байдаггүй л дээ. Гэхдээ өлссөн үедээ энэ @balgaa ахыг үзэн ядах юм ккк. Таанууд дагаж үзэн ядаарай :-)),1,1
124533,zorigt8,Korea kino iim teneg. Mair udaan uurch yawaal. Nogoox untaj edr xaxa pic.twitter.com/t7pgOlAkLp,2,1
124573,sbilegsaikhan,@batbilegkh @ZulaaDuuya бог создал человека остальные стройтели гдг хэлц уг,1,1
124690,zulaakk,"Уулзах ёстой бүхэн уулздаг
учрах ёстой бүхэн учирдаг хорвоо шүү дээ",0,1
124730,naanga,"Бас шинэ төрх шүү... Новый премьер Монголии – красавчик, спортсмен, да и просто «звезда» - Новости (ARD):  http://asiarussia.ru/news/5031/ ”",2,1
124787,tsagaanshonkhor,Хүнийг амьдралдаа ганц алдаа хийснийх нь төлөө үзэн ядаж болох уу? Бид бүгд амьдралынхаа турш нэг бус удаа л алддаг шүү дээ.,0,1
125012,ganaachan,@Tsatsaa7 balai uym bas uu?,0,1
125061,munkhjargalpr,"АН-ын гол алдаа бол албан тушаалыг нvдэн балай, чихэн дvлий фракцууддаа хувиаралдаг. Фракцууд нь мэргэжил, мэдлэг огт таарахгvй хvн тавьдаг!",1,1
125161,goo3hatan,"Манжийн дарлалын 200 гаруй жилд хонь шиг номхон болсон гсн, Ардчилалын 20 гаруйхан жилд бид усан тэнэг хvлцэнгvй ард тvмэн болчижээ.",0,1
125174,itsevelmaa,heniig ch hudaldaj chaddag hulgaich zangaa boliosoi. hulgaich hulgaichiig bariarai gedeg shig. B.S pic.twitter.com/nhfFcSuiP9,1,1
125187,kastanowskii,Надтай нэгэн үед төрсөн азтай найздаа мэндэлсэн өдрийн мэнд хүргье хэхэ  Эргэж хараад инээж амьдар найз минь. @jjngm,0,1
125246,atar_aa,"@NinjbatL за баахан танин мэдэхүй явчлаа, тэнэг юм асуусан бол өршөө найзаа",0,1
125247,tetemuujin21,Пизда УИХ ын гишүүн тэтгэвэр цалин нэмэх тухай л ярих юм зайлцан юм бэ? Тэтгэвэр тэтгэмж л нэмэж байвал хжил хийж байна гэж бодох юм,0,1
125255,lmandakh,@AmongMongolia @magnai21 . Яг ш дээ. Хог туух нь зев гоё гэж итгуулэх хэрэгуу. Тэнэглэлд хязгаар бх ёстой.,0,1
125630,namuna_a,"Ямар элий балай юмбэ.
Хэднүүс нь бас юу яриад хэрэлдсэн юм?
Бас дэвэн галавт болоод өнгөрсөн дэлхий сөнөх тухай ярьсаар л бху?",0,1
125741,mashaa38,9р ангидаа нэг хөвгүүнтэй уулздаг байснаа одоо ч мартдаггүйм би.#түүх247,1,1
125876,mrerdene,Фэйсбүүк энэ тэнэг мессенжерээ шахах гээд үзчих юмаа. Шарандаа авахгүй дээ pic.twitter.com/ESaqr8ekZj,3,1
125910,burnaash,Манай хууль муу бна уу? Эсвэл терийн албанд ихэнх нь  хулгайч ороод бна уу ? Хулгайллаа хумсаллаа гээд буур гаарч бна шуу ?,1,1
126047,otgontsagaan1,@Od0226 @Khayanaa9900 Neg ugeer bol Araichdee hoer ugeer bol Ishshsh chaawaasdaa...,0,1
126141,dutsmaa,"Ухамсар бол мохож бас хурцлагддаг. Буруу үйлийг байнга хийгээд байвал ухамсар амархан мохдог. 
Хуурсаар худалч,
Хумсалсаар хулгайч гэж...",0,1
126164,anyavik,"Ухаантай эмэгтэйг хайрлахаас битгий ай учир нь тэд хэзээ ч тэнэг эрд зүрх алдан дурладаггүй юм ...
Anthony Queen  https://twitter.com/er_dene/status/496271239363588096/photo/1 pic.twitter.com/a2IO7DBHVi """,0,1
126359,namuna_a,"Зөв шдээ. Том жийп, 9911 мөрөөддөг тэнэг залуучууд олон бгаа.
Үзэл бодлын манлайлагчид ингэж үлгэрлэж нөлөөлмөөр бна pic.twitter.com/mutgGnX1CA",10,1
126363,enkhhappy,@minii_darkhan hn araichdee kkk❄️❄️❄️❄️❄️❄️❄️,1,1
126422,pr_elbertkuhn,"“@prertonkohler: Mt18| Quanto mais usarmos o método de Deus na solução de problemas, menos problemas teremos para solucionar. #rpSp”",1,1
126481,mrerdene,@MoreyaBB тэнэгт,1,1
126608,muratkaragoz10,"#Mogolistan Disisleri eski Bakani, gercek bir Turk dostu, milletvekili L. Bold'u dun aksam ikametgahimizda agirladik. pic.twitter.com/j2yYBHp3xM",4,1
126842,ganzo_ts,Өгчөөч чи өгчөөч пизда чинь,0,1
126907,mduugii,Энкээ дуусаагүй л бна уу. Оройжин шаагилдлаа. Дараа нөхөж үзэхээс. Юу гэж балайраад бган тэр нтрр :рр,0,1
126915,vomasia,МАН сайханбилэгийг дэмжиж тэнэгтэхгуй нь тодорхой болжээ pic.twitter.com/gmi0ZK30Yu,0,1
127073,urnaa_p,"""@Munkhtuyar: @er_dene Жаахан задраад тэнэгтэж байхаар шийдсэн. @turbatn""",0,1
127114,odgerel7654,@mglbayas Teneg bish bol tegmeer dee,0,1
127171,vomasia,Алтанхуяг vнэн тэнэг увсын нэр баастсан кун байна ик курал дээр наад кулгайч кутга шаанаа гээд байхад нутгийн дvv pic.twitter.com/mtNEfzJNX2,0,1
127353,burnaash,"Юм болгон амархан болчихоор ,бид нар бееренхий болох нь аргагуй яа! pic.twitter.com/bot1iYxFR5",0,1
127430,urnaa_p,"""@miigaad: Хүүшээ ямар сайхан хэрэг вэ. @art_radnaa: Москвад ийм  автобусны дулаан буудалууд байгуулж эхэлсэн гэнэ..  pic.twitter.com/rhuT1QRhUa""",0,1
127432,bolod_p,"Нэгнээ үзэн ядах биш хрин үзэл бодлыг нь хүндэтгэх хэрэгтэй байх... ""@mr_ibat: Би жиргээнд нэг үзэн яддаг хүнтэй болсон тэр хүн бол @DavK_Ts",1,1
127449,vomasia,МАН-нхан 2016 онд цоонх хэвээрээ дарлуулаад сууж байя гэвэл Сайханбилэгийг дэмжинэ эрvvл ухаантай гэдэгт итгэе тэнэг шийдвэр бvv гаргаарай,0,1
127451,bolod_p,"@khasbayar: Монголчууд буурайгаар хоцорсон нь язгуурын бүдүүлэг тэнэгээс болсон бус гагцхүү шаламгайлан сурч сайжирсангүйгээс болой. А.Амар""",0,1
127500,ninjjamtsl,MorningNews.mn | Мєнгєє дээрэмдvvлэх гэж Монголыг зvглэх “тэнэг” олдохгvй л болов уу  http://www.morningnews.mn/modules.php?name=News&file=article&sid=21156 …,0,1
127540,ochbadral,Сонгогчид бараг л тэнэгүүд 40 орчим % нь чөлөөт тэнэгүүд 30% нь намын тэнэгүүд үлдсэн 30% нь сонгууль гэж юу бдгыг мэдэхгүй т1үүд Би 40%д нь,1,1
127585,otgontsagaan1,Sonin hiigeed balai zuudnees bolood serchiw...hurtsiinhan algoo,0,1
127852,ariguunb,"Өөдрөг сэтгэл
Тэнэг зориг
Сохор аз
Монгол мөрөөдөл",1,1
127881,ok_tuya,@oyuka246 @nona25648963 Хүү маань энэ зургийг үзээд арай ч дээ гээд л :(,1,1
127979,gumpaa,чанх ард дагзнаасаа сэлфи авлаа. Нүүгэлтсэн хар үс гарна  гэж мэдэдгүй над шиг тэнэг хаа ч бхгүй ээ pic.twitter.com/5JZGverewL,4,1
127998,gumpaa,@Batuka_UB зассс атаархаад бай чи. Тэгээд нэг ч дмгүй тэнэгтээд суужээ,1,1
128046,miigaa72,Манайхан өөрсдөө сэтгэж хийж дээ янз нь. Зориулалтын гэрлээс хямд тусаа болов уу? pic.twitter.com/HWzMlU7t1c,0,1
128164,burnaash,@GnaBaatar @AOtgonbaatar ее твийтерт тэнэгууд бна л гэнэ .яах нь вэ ? Дээ .муу юм ярьж бгаа юмыг хумих гэнэ.за таалагдахгуй чигтээ явчихлаа,0,1
128481,otgontsagaan1,@Kharnuud Tenegduu haragdchihaar er...alga,1,1
128494,otgontsagaan1,@Kharnuud Jhn tenegduu tsaraildag ym biluu kkk,1,1
128497,mgl_007,"Ийглээр ярьжааагаа нөхөд шаа шаа Худлаа хөгжил яриал
Шаажаагааг чинь мэдэхгүй биш

Эдний мөрөөдөл том амбиц, албан тушаал",1,1
128582,tsedeveeni,@ariunkhishigG @ginjbaatar яг vнэн их балай буруу зуйлийг бичдэг оороо эмч хvн шvv дэ эсвэл чонон ходоодтой бх  ккка,1,1
128706,d_jaraa,"Uls turchdud huviin erh ashig negd ulsiinh daraaginhanh ni bdag batlagdsaar,irgediig teneg gej bodsoor ,,,bugd ijil duguinuud yvsaar ,,",0,1
128823,buyanaa_ts,@MrZoloo balairaalll,1,1
128870,batka_,"Аварга саакраал... кк😘 ""@tuvshintugst: Их аварга @Asashoryu маань ийм л эр. Бахархалтай санагдлаа  pic.twitter.com/mJT1iVNxMz""",9,1
128878,mrerdene,Зодуурын хүүхэд гэж ямар юм байнаа. Балай үг хэллэг хэрэглэх юмаа pic.twitter.com/446EdY3lp8,0,1
128931,otgontsagaan1,Nuhruusuu salsnaa...Bi top iinhoo amidralaar amidrahaar shiidlee gej helew...Teneg zurh setgelgui huuhen bh ym daa...chaawaas uilna daa,1,1
129099,sersental,@azjargal0909 дэлэн гэж уншлаа балай юм )),1,1
129439,enkhhappy,@unshmaarum teneg haranhuin ewgvil selfie bn daa,1,1
129456,lwchp,"Солонгосчууд нэрээ амь нэгтэй улс юмаа Т1 t1 Юмаа 
Тэнэглээл дэмжээД үүү аааа Ёоо Гээл бхий Оддын Хаан м.тв",0,1
129503,badrals,USA Today:топорная пропаганда времен холодной войны с распространением технологий превратилась в высокое искусство. pic.twitter.com/2T1vAcMCaO,3,1
129514,mashaa38,"""@Eku_B: Дуугүй хүний доодох нойтон
Тэнэг хүний дуугүй нь сүртэй 

“@Batchimeg3838: Эрдэмтэй хүн даруу 
Их мөрөн дөлгөөн.”"" за",0,1
129527,solongoo_ni,"""Би зам тавьж бууж егч чадахгvй, та нар ухарцгаа"" гээд тэнэг жолооч зам хаагаад 10-д минут зогсчлоо. Ард 4, урд 1, нийт 6машин хаачдаг наас.",0,1
129632,ariguunb,"Хөөш пизда минь хурдан яваад өгөөчээ

Шинэ цагийн МАЗҮ",0,1
129686,manda0303,Black is such a happy color😁👌🔝 pic.twitter.com/t1urMDIDaU,8,1
129714,gttuvshuu,"Нүцгэн иог ч яахуу, засгаа бодооч гишүүнээ гсс
""@MongolAr: “@gan_jii: Сүнслэг буюу Нүцгэн иог  https://twitter.com/gan_jii/status/533515259718275072/photo/1 pic.twitter.com/zjfFJ6bt1E ” ийм иог бол явна шее""",3,1
129768,mrboki,Ч.Сайханбилэг балайг дэмжиж байгаа хүн байна уу? Улсыг минь самрах балайг дэмжих хэрэг байна уу?!!!,1,1
129817,magnai21,G-Mobile бас адилхан биз дээ? @SkytelOfficial групп 15 жилийн ойн хүрээнд хэрэглэгчиддээ барьж буй дараагийн бэлэг. pic.twitter.com/6T1Y7Wpceg,1,1
130275,dunt_99,@Uugaa_tv Saihnaa Saihnaa...Aamkaa  Aamka... :p ooe tom tenegtchihlee bi uuchlarai Mongolchuudaa :) udahgui ES.toi bolno gd setgel.hodlool k,0,1
130504,bulgan2611,Evgui yum be pic.twitter.com/7i9N1PtT1D,0,1
130798,m_hishigee,@NotEvenFun_ @MoreyaBB @tuvshinbat19  тэгж л байгуу гээч,1,1
130801,m_hishigee,@NotEvenFun_ @MoreyaBB @tuvshinbat19 чи бас орж бгшд матар гэдэгт нь :-р,2,1
130803,m_hishigee,@shinebaatar @MoreyaBB @tuvshinbat19 Харин тн аймар бгз би бvр айгаад бншд,1,1
130806,m_hishigee,@shinebaatar @MoreyaBB @tuvshinbat19 аймар хашир хvмvvc бхимааааааааа,2,1
130807,m_hishigee,@soyolerdenee @MoreyaBB @tuvshinbat19 за дараагн зураг vз дээ,1,1
130884,mrerdene,@Aingio_adore @Lo_Erkhem @soyolerdenee @Eku_B @zobonod @tuvshinbat19 @SugarbatGalsan Та нар бүтээ би сөнөөе ккк,1,1
131025,mrerdene,"Хуц

Ухна бол эцэг мал юм кккк.",2,1
131079,otgontsagaan1,@enkhboldz Erunhii said bolj tenegtehgui gej bgn bizde...,0,1
131111,buyaoba,@gan_jcv Маниус тийм нөхдүүдийг сонгоод байдаг нь л тэнэг байгаам даа!,1,1
131170,mongolianchess,@Baatar_70 @ShuuDer89 araichdee,1,1
131480,teketelmuun,Уур хүргэдэг тэнэг шувуу. pic.twitter.com/Sw5hQ1Z6LM,0,1
131491,mrerdene,@tuvshinbat19 @UProgr @BGBOLD Энэ үү ккк pic.twitter.com/RJCNgn3ukf,1,1
131501,mrerdene,@UProgr @tuvshinbat19 @BGBOLD Тэр орос кино орчуулдаг залуугийн дуу чихэнд хоногшжээ кк,2,1
131544,gumpaa,Цэцэрлэг сургуульдаа биш ганданд мөнгө төсвөлдөг их хурлын гишүүд тэнэг гэхээр яагаад ганданг муулаад бгаан гэцгээж бна. Логик хамаагүй,4,1
131570,ariguunb,"@Monkhj Өө балай юм? уучлал муучлал гуйгаад сүртэй шт, кккк. Юу болоов?",0,1
131637,davaasuren333,"Ухааны саруулыг би зөвхөн твиттерээсээ уншлаа
Хүүхний царайлгыг би зөвхөн фб-ээсээ харлаа
Хүний тэнэгийг би зөвхөн УИХ-аасаа харлаа #гэсс",2,1
131786,radiiganjuur,@GDugarjav @KorfballMongoli Арай ч дээ Энэ улсад эмх замбараа бн уу? Татварынхан гдг фракц үүсчихсэн бншдээ,2,1
131893,ochbadral,Сайхан амраарай Монгол минь!!! pic.twitter.com/G8MSG0T1ON,2,1
131990,gsaruul,Мундаг онжогтой хүүхэн шүү pic.twitter.com/eAPcFrQ7T1,5,1
132064,tetemuujin21,@skydep_tulga @oyunbold_b hulgaich yumuu,0,1
132140,ariguunb,Өөрийгөө тэнэг биш гэж батлах гэж оролдож бүх эргэлзээг алга болгож байснаас зарим хүмүүс чамайг тэнэг гэж бодож байсан хавьгүй дээр #гэнээ,6,1
132260,mrerdene,@BGBOLD @tuvshinbat19 байгууллагын акаунтаа. Хүн амьтан гөвдөггүй,1,1
132263,mrerdene,@tuvshinbat19 Үгүй ээ.,0,1
132282,mrerdene,"Эмэгтэй хүнийг ТЭНЭГ гэвэл уурлана
ТЭНЭГХЭН гэвэл баярлана ккк",10,1
132591,zulaakk,"@BuyaOba балайн, үүнээс болж нэр хүндгүй болчихоод бгаам даа.",1,1
132641,muugii_erdenee,"Р.Амаржаргал 9 болоод дэмий, худлаа хэнхэгтээд наана цаана яриа авахгүй тэнэг сда! Сайханбилэг бол өөршт… ""сая Банкинд болсон яриа""",0,1
132779,tsa_tsaa,@Aduuchin тэнэгээ,1,1
132812,gigerel,@BayarsaihanG ard tumen teneg bish shuudee. Udahgui dungee tabina,0,1
132817,gigerel,unen. Uruunduu duudaad shuud uureg uguud Zasag turuuruu togloh um. Uursdiiguu hen gedgiigee haruuladArd tumen teneg bish taraa taniullaa,0,1
132820,tsa_tsaa,"Эмэгтэй хүн эр хүнээс уг нь их энгийн юм хүсдий шд. Гэтэл таануд юунд уулыг эргүүлнэ, сарыг аргамжина нтр гэж балайтаад бдым 😛",10,1
133205,gobi_khatnaa,@AOtgonbaatar @ganbat09559612 тэнэг гэдэг нь ч  юу гэсэн ч үгийн бүү мэдээ мэддэг нь мэддэг бхдаа хаха,0,1
133216,stormganzo,"энэ одоо яаж байгаа юм бол. Зарим нойлд нойлын цаас ч бхгүй байхад !

""@OyOhO: Яанаа энэ бүр арай ч дээ нээрээ  https://twitter.com/OyOhO/status/532064017217384448/photo/1 pic.twitter.com/MGdynrgKFK """,0,1
